0x803d64,Name,Description,ID,Support Class,Portrait,Map Portrait,B9,Unit Sort Order,Lv,HP,Atk,Skl,Spd,Def,Res,Luck,Con,Sword,Lance,Axe,Bow,Staff,Anima,Light,Dark,HP Growth,Atk Growth,Skl Growth,Spd Growth,Def Growth,Res Growth,Luck Growth,N/A,N/A,N/A,N/A,N/A,CharClassAbility,Support Data Ptr,N/A (Conversation Group),N/A,N/A,N/A
Orlo,Orlo_Name,Orlo_Description,90,Bishop,Orlo_Mug,0x0,0x0,0x0,10,13,11,7,6,6,9,10,1,0,0,0,0,ARank,0,ARank,0,85,50,10,10,10,5,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
Roberts,Roberts_Name,Roberts_Description,91,Paladin,Roberts_Mug,0x0,0x0,0x0,2,8,4,3,2,2,0,6,0,0,0,0,0,0,0,0,0,85,50,10,10,10,5,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
Zinque,Zinque_Name,Zinque_Description,92,General,Zinque_Mug,0x0,0x0,0x0,5,16,3,4,3,2,3,4,0,0,ARank,0,0,0,0,0,0,85,50,10,10,10,5,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
Scollan,Scollan_Name,Scollan_Description,93,Brigand,Scollan_Mug,0x0,0x0,0x0,2,8,4,3,2,2,0,2,0,0,0,0,0,0,0,0,0,85,50,10,10,10,5,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
Morgan,Morgan_Name,Morgan_Description,94,General,Morgan_Mug,0x0,0x0,0x0,5,17,7,6,8,4,7,10,-1,0,ARank,ARank,0,0,0,0,0,85,50,10,10,10,5,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
Ein,Ein_Name,Ein_Description,95,FireManakete,Ein_Mug,0x0,0x0,0x0,8,12,7,1,1,2,4,7,0,0,0,0,0,0,0,0,0,85,50,10,10,10,5,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
Guerrero,Guerrero_Name,Guerrero_Description,96,Berserker,Guerrero_Mug,0x0,0x0,0x0,2,21,9,4,7,5,3,6,0,0,0,SRank,0,0,0,0,0,85,50,10,10,10,5,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
Flaer,Flaer_Name,Flaer_Description,97,WyvernLord,Flaer_Mug,0x0,0x0,0x0,8,19,9,6,5,6,5,9,0,0,ARank,0,0,0,0,0,0,85,50,10,10,10,5,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
Randy,Randy_Name,Randy_Description,98,Hero,Randy_Mug,0x0,0x0,0x0,10,18,9,11,6,3,3,8,2,ARank,0,0,0,0,0,0,0,85,50,10,10,10,5,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
Maggie,Maggie_Name,Maggie_Description,99,Berserker,Maggie_Mug,0x0,0x0,0x0,5,14,7,5,3,2,1,4,1,0,0,0,0,0,0,0,0,85,50,10,10,10,5,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
Rose,Rose_Name,Rose_Description,100,Berserker,Rose_Mug,0x0,0x0,0x0,6,15,6,4,2,3,0,7,1,0,0,0,0,0,0,0,0,85,50,10,10,10,5,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
Oates,Oates_Name,Oates_Description,101,Sage,Oates_Mug,0x0,0x0,0x0,10,15,12,12,11,5,9,7,0,0,0,0,0,ARank,SRank,0,0,85,50,10,10,10,5,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
Raith,Raith_Name,Raith_Description,102,Paladin,Raith_Mug,0x0,0x0,0x0,8,17,9,4,1,5,6,10,0,0,ARank,0,0,0,0,0,0,85,50,10,10,10,5,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
Narcian,Narcian_Name,Narcian_Description,103,WyvernLord,Narcian_Mug,0x0,0x0,0x0,10,21,7,8,9,10,11,13,0,ARank,ARank,0,0,0,0,0,0,85,50,10,10,10,5,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
Windham,Windham_Name,Windham_Description,104,Bishop,Windham_Mug,0x0,0x0,0x0,12,20,16,8,8,10,0,15,2,0,0,0,0,ARank,0,SRank,0,85,50,10,10,10,5,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
Arcardo,Arcardo_Name,Arcardo_Description,105,Paladin,Arcardo_Mug,0x0,0x0,0x0,10,25,13,10,6,8,7,13,0,0,ARank,ARank,0,0,0,0,0,85,50,10,10,10,5,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
Martel,Martel_Name,Martel_Description,106,Bishop,Martel_Mug,0x0,0x0,0x0,10,24,15,7,7,9,9,12,1,0,0,0,0,ARank,0,ARank,0,85,50,10,10,10,5,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
Sigune,Sigune_Name,Sigune_Description,107,Falcoknight,Sigune_Mug,0x0,0x0,0x0,8,24,10,9,11,7,10,14,1,0,ARank,0,0,0,0,0,0,85,50,10,10,10,5,30,0x0,0x0,0x0,0x0,0x0,IsBoss|IsFemale,0x0,0x0,0x0,0x0,0x0
Roartz,Roartz_Name,Roartz_Description,108,General,Roartz_Mug,0x0,0x0,0x0,10,29,13,9,9,7,8,13,1,0,ARank,ARank,0,0,0,0,0,85,50,10,10,10,5,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
Tick,Tick_Name,Tick_Description,109,General,Tick_Mug,0x0,0x0,0x0,2,26,12,10,9,4,12,10,0,ARank,SRank,ARank,0,0,0,0,0,85,50,10,10,10,5,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
Monke,Monke_Name,Monke_Description,110,NomadTrooper,Monke_Mug,0x0,0x0,0x0,10,21,8,10,13,7,10,12,0,BRank,0,0,BRank,0,0,0,0,85,50,10,10,10,5,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
Kel,Kel_Name,Kel_Description,111,Swordmaster,Kel_Mug,0x0,0x0,0x0,10,21,11,12,13,6,12,11,0,BRank,0,0,0,0,0,0,0,85,50,10,10,10,5,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
Thoril,Thoril_Name,SacaeGaidenBosses_Description,112,NomadTrooper,SacaeGaidenBosses_Mug,0x0,0x0,0x0,2,23,6,11,14,6,7,14,0,ARank,0,0,ARank,0,0,0,0,85,50,10,10,10,5,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
Brakul,Brakul_Name,SacaeGaidenBosses_Description,113,Druid,SacaeGaidenBosses_Mug,0x0,0x0,0x0,2,23,6,11,14,6,7,14,0,0,0,0,0,ARank,0,0,ARank,85,50,10,10,10,5,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
Kudoka,Kudoka_Name,SacaeGaidenBosses_Description,114,NomadTrooper,SacaeGaidenBosses_Mug,0x0,0x0,0x0,2,23,6,11,14,6,7,14,0,ARank,0,0,ARank,0,0,0,0,85,50,10,10,10,5,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
Marral,Marral_Name,SacaeGaidenBosses_Description,115,Druid,SacaeGaidenBosses_Mug,0x0,0x0,0x0,2,23,6,11,14,6,7,14,0,0,0,0,0,ARank,0,0,ARank,85,50,10,10,10,5,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
Kabul,Kabul_Name,SacaeGaidenBosses_Description,116,NomadTrooper,SacaeGaidenBosses_Mug,0x0,0x0,0x0,2,23,6,11,14,6,7,14,0,ARank,0,0,ARank,0,0,0,0,85,50,10,10,10,5,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
Chan,Chan_Name,SacaeGaidenBosses_Description,117,Druid,SacaeGaidenBosses_Mug,0x0,0x0,0x0,2,23,6,11,14,6,7,14,0,0,0,0,0,ARank,0,0,ARank,85,50,10,10,10,5,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
Murdock,Murdock_Name,Murdock_Description,118,General,Murdock_Mug,0x0,0x0,0x0,20,41,19,15,9,12,14,12,5,0,ARank,ARank,0,0,0,0,0,85,50,10,10,10,5,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
Galle,Galle_Name,Galle_Description,119,WyvernLord,Galle_Mug,0x0,IceAffinity,0x0,10,24,13,10,6,12,13,11,1,ARank,ARank,0,0,0,0,0,0,40,20,20,15,30,5,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
Peres,Peres_Name,Peres_Description,120,Druid,Peres_Mug,0x0,0x0,0x0,2,17,14,11,7,11,14,13,0,0,0,0,0,ARank,0,0,SRank,85,50,10,10,10,5,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
Zephiel,Zephiel_Name,Zephiel_Description,121,King,Zephiel_Mug,0x0,0x0,0x0,20,35,10,15,9,7,14,15,0,SRank,0,0,0,0,0,0,0,85,50,10,10,10,5,30,0x0,0x0,0x0,0x0,0x0,IsBoss|GiveNoExp,0x0,0x0,0x0,0x0,0x0
Brunnya,Brunnya_Name,Brunnya_Description,122,SageF,Brunnya_Mug,0x0,0x0,0x0,20,19,19,12,13,15,19,17,1,0,0,0,0,ARank,ARank,0,0,85,50,10,10,10,5,30,0x0,0x0,0x0,0x0,0x0,IsBoss|IsFemale,0x0,0x0,0x0,0x0,0x0
Jahn,Jahn_Name,Jahn_Description,123,FireManakete,Jahn_Mug,0x0,0x0,0x0,20,60,15,10,10,14,15,14,2,0,0,0,0,0,0,0,0,85,50,10,10,10,5,30,0x0,0x0,0x0,0x0,0x0,IsBoss,0x0,0x0,0x0,0x0,0x0
IdunnHuman,Idunn_Name,IdunnHuman_Description,124,Shaman,IdunnHuman_Mug,0x0,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsFemale,0x0,0x0,0x0,0x0,0x0
IdunnDragon,Idunn_Name,IdunnDragon_Description,125,DemonDragon,IdunnDragon_Mug,0x0,0x0,0x0,20,38,4,3,11,2,0,18,0,0,0,0,0,0,0,0,0,85,50,10,10,10,5,30,0x0,0x0,0x0,0x0,0x0,IsBoss|IsFemale|GiveNoExp,0x0,0x0,0x0,0x0,0x0
,0x0,0x0,126,0x0,0x0,0x0,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
,0x0,0x0,127,0x0,0x0,0x0,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
,0x0,0x0,128,0x0,0x0,0x0,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
,0x0,0x0,129,0x0,0x0,0x0,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
,0x0,0x0,130,0x0,0x0,0x0,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericBanditCh1,GenericBandit_Name,GenericDesc_BrigandsOfLycia,131,0x0,0x0,BanditGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericBernCh2,GenericBern_Name,GenericDesc_BernSoldiers,132,0x0,0x0,BernGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericBernCh3,GenericBern_Name,GenericDesc_BernSoldiers,133,0x0,0x0,BernGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericLausCh4,GenericLaus_Name,GenericDesc_LausSoldiers,134,0x0,0x0,LyciaGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericPirateCh4,GenericPirate_Name,GenericDesc_OutlawsRansack,135,0x0,0x0,BanditGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericBanditCh5,GenericBandit_Name,GenericDesc_OutlawsMountains,136,0x0,0x0,BanditGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericThriaCh6,GenericThria_Name,GenericDesc_ThriaTraitors,137,0x0,0x0,LyciaGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericBernCh7,GenericBern_Name,GenericDesc_BernSoldiers,138,0x0,0x0,BernGenericMinimug,0x0,0x0,0,2,0,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericRebelCh7,GenericRebel_Name,GenericDesc_RebelLegance,139,0x0,0x0,LyciaGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericRebelCommanderCh7,GenericRebel_Name,GenericDesc_RebelLegance,140,0x0,0x0,LyciaGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericRebelCh8,GenericRebel_Name,GenericDesc_RebelLegance,141,0x0,0x0,LyciaGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericThiefCh8,GenericThief_Name,GenericDesc_ThiefHunting,142,0x0,0x0,BanditGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericBanditCh8x,GenericBandit_Name,GenericDesc_BrigandsCh8x,143,0x0,0x0,BanditGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericBanditWestIslesCh9,GenericBandit_Name,GenericDesc_BanditsRoamingWest,144,0x0,0x0,BanditGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericPirateWestIslesCh9,GenericPirate_Name,GenericDesc_BanditsRoamingWest,145,0x0,0x0,BanditGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericArmaghCh10A,GenericArmagh_Name,GenericDesc_Armagh,146,0x0,0x0,BanditGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericPirateWestIslesCh10A,GenericPirate_Name,GenericDesc_BanditsRoamingWest,147,0x0,0x0,BanditGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericEburacumCh11A,GenericEburacum_Name,GenericDesc_Eburacum,148,0x0,0x0,BanditGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericBanditWestIslesCh11A,GenericBandit_Name,GenericDesc_BanditsRoamingWest,149,0x0,0x0,BanditGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericSoldierWestIslesCh10B,GenericSoldiers_Name,GenericDesc_SoldiersServingWest,150,0x0,0x0,BanditGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericBanditWestIslesCh10B,GenericBandit_Name,GenericDesc_BanditsRoamingWest,151,0x0,0x0,BanditGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericEidynaCh11B,GenericEidyna_Name,GenericDesc_Eidyna,152,0x0,0x0,BanditGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericEidynaAggroCh11B,GenericEidyna_Name,GenericDesc_Eidyna,153,0x0,0x0,BanditGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericBanditWestIslesCh11B,GenericBandit_Name,GenericDesc_BanditsRoamingWest,154,0x0,0x0,BanditGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericJuteauxCh12,GenericJuteaux_Name,GenericDesc_JuteauxCapital,155,0x0,0x0,BanditGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericBernCh12,GenericBern_Name,GenericDesc_BernSoldiers,156,0x0,0x0,BernGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericBanditCh12x,GenericBandit_Name,GenericDesc_OutlawsMountains,157,0x0,0x0,BanditGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericEtruriaCh13,GenericEtruria_Name,GenericDesc_EtruriaSoldiers,158,0x0,0x0,EtruriaGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericBernCh13,GenericBern_Name,GenericDesc_BernSoldiers,159,0x0,0x0,BernGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericBernCh14,GenericBern_Name,GenericDesc_BernMercenaries,160,0x0,0x0,BernGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericBanditCh14,GenericBandit_Name,GenericDesc_BrigandsDesert,161,0x0,0x0,BanditGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericManaketeCh14,GenericManakete_Name,GenericDesc_ManaketeWar,162,0x0,0x0,BernGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericBernCh14x,GenericBern_Name,GenericDesc_BernSoldiers,163,0x0,0x0,BernGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericEtruriaCh15,GenericEtruria_Name,GenericDesc_EtruriaSoldiers,164,0x0,0x0,EtruriaGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericBernCh15,GenericBern_Name,GenericDesc_BernSoldiers,165,0x0,0x0,BernGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericBanditCh15,GenericBandit_Name,GenericDesc_OutlawsMountains,166,0x0,0x0,BanditGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericEtruriaCh16,GenericEtruria_Name,GenericDesc_EtruriaSoldiers,167,0x0,0x0,EtruriaGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericBernCh16,GenericBern_Name,GenericDesc_BernSoldiers,168,0x0,0x0,BernGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericManaketeCh16,GenericManakete_Name,GenericDesc_ManaketeWar,169,0x0,0x0,BernGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericThiefCh16,GenericThief_Name,GenericDesc_ThiefHunting,170,0x0,0x0,BanditGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericEtruriaCh16x,GenericEtruria_Name,GenericDesc_EtruriaSoldiers,171,0x0,0x0,EtruriaGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericEtruriaCh17A,GenericEtruria_Name,GenericDesc_EtruriaSoldiers,172,0x0,0x0,EtruriaGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericIlliaCh18A,GenericIllia_Name,GenericDesc_KnightsOfIllia,173,0x0,0x0,IlliaGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericBernCh18A,GenericBern_Name,GenericDesc_BernSoldiers,174,0x0,0x0,BernGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericBanditCh18A,GenericBandit_Name,GenericDesc_OutlawsMountains,175,0x0,0x0,BanditGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericIlliaCh19A,GenericIllia_Name,GenericDesc_KnightsOfIllia,176,0x0,0x0,IlliaGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericIlliaMercenaryCh19A,GenericIllia_Name,GenericDesc_MercKnightsOfIllia,177,0x0,0x0,IlliaGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericBanditCh19A,GenericBandit_Name,GenericDesc_OutlawsMountains,178,0x0,0x0,BanditGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
GenericIlliaCh20A,GenericIllia_Name,GenericDesc_KnightsOfIllia,179,0x0,0x0,IlliaGenericMinimug,0x0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0
